"State","Year","CrashType","DeadPersonType","Gender","Age","StateFullForm"
"QLD",2010,"Single","Pedestrian","Female",74,"Queensland"
"QLD",2010,"Single","Driver","Male",39,"Queensland"
"TAS",2010,"Multiple","Motorcycle rider","Male",37,"Tasmania"
"NSW",2010,"Multiple","Driver","Male",18,"New South Wales"
"QLD",2010,"Single","Passenger","Female",66,"Queensland"
"VIC",2010,"Single","Pedestrian","Male",30,"Victoria"
"VIC",2010,"Single","Driver","Male",22,"Victoria"
"QLD",2010,"Single","Pedestrian","Male",57,"Queensland"
"NSW",2010,"Single","Pedestrian","Male",28,"New South Wales"
"NSW",2010,"Multiple","Passenger","Female",57,"New South Wales"
"QLD",2010,"Single","Passenger","Male",42,"Queensland"
"NSW",2010,"Single","Driver","Male",17,"New South Wales"
"NSW",2010,"Single","Pedestrian","Male",44,"New South Wales"
"VIC",2010,"Multiple","Motorcycle rider","Male",41,"Victoria"
"QLD",2010,"Single","Driver","Male",79,"Queensland"
"NT",2010,"Single","Motorcycle rider","Male",21,"Northern Territory"
"QLD",2010,"Multiple","Motorcycle rider","Male",40,"Queensland"
"NSW",2010,"Single","Driver","Female",33,"New South Wales"
"NSW",2010,"Single","Motorcycle rider","Male",54,"New South Wales"
"VIC",2010,"Multiple","Passenger","Male",65,"Victoria"
"QLD",2010,"Multiple","Pedestrian","Male",54,"Queensland"
"NSW",2010,"Multiple","Driver","Male",27,"New South Wales"
"NSW",2010,"Multiple","Driver","Female",40,"New South Wales"
"NSW",2010,"Single","Motorcycle rider","Male",22,"New South Wales"
"NT",2010,"Single","Pedestrian","Male",46,"Northern Territory"
"QLD",2010,"Single","Driver","Female",44,"Queensland"
"QLD",2010,"Single","Motorcycle rider","Male",26,"Queensland"
"QLD",2010,"Single","Passenger","Female",19,"Queensland"
"QLD",2010,"Multiple","Driver","Female",69,"Queensland"
"NSW",2010,"Multiple","Motorcycle rider","Male",40,"New South Wales"
"QLD",2010,"Multiple","Driver","Female",38,"Queensland"
"VIC",2010,"Multiple","Passenger","Male",18,"Victoria"
"WA",2010,"Multiple","Passenger","Female",16,"West Australia"
"QLD",2010,"Single","Pedestrian","Female",3,"Queensland"
"SA",2010,"Single","Driver","Male",30,"South Australia"
"NSW",2010,"Single","Driver","Male",41,"New South Wales"
"NSW",2010,"Multiple","Passenger","Male",15,"New South Wales"
"NSW",2010,"Multiple","Driver","Male",20,"New South Wales"
"WA",2010,"Multiple","Driver","Male",22,"West Australia"
"NSW",2010,"Single","Motorcycle rider","Male",26,"New South Wales"
"NSW",2010,"Multiple","Motorcycle rider","Male",18,"New South Wales"
"VIC",2010,"Multiple","Motorcycle rider","Male",33,"Victoria"
"NSW",2010,"Multiple","Pedestrian","Male",32,"New South Wales"
"QLD",2010,"Single","Motorcycle rider","Male",39,"Queensland"
"NSW",2010,"Single","Pedestrian","Male",46,"New South Wales"
"NSW",2010,"Single","Driver","Female",19,"New South Wales"
"NSW",2010,"Multiple","Driver","Female",19,"New South Wales"
"WA",2010,"Single","Driver","Male",34,"West Australia"
"VIC",2010,"Single","Pedestrian","Female",84,"Victoria"
"VIC",2010,"Single","Motorcycle rider","Male",19,"Victoria"
"QLD",2010,"Multiple","Motorcycle rider","Male",34,"Queensland"
"QLD",2010,"Single","Passenger","Male",64,"Queensland"
"NSW",2010,"Single","Driver","Female",20,"New South Wales"
"NSW",2010,"Single","Driver","Female",86,"New South Wales"
"NSW",2010,"Single","Motorcycle rider","Male",22,"New South Wales"
"NSW",2010,"Single","Driver","Female",23,"New South Wales"
"NSW",2010,"Multiple","Driver","Male",23,"New South Wales"
"SA",2010,"Single","Driver","Male",22,"South Australia"
"QLD",2010,"Multiple","Pedal cyclist","Male",6,"Queensland"
"WA",2010,"Single","Motorcycle pillion passenger","Female",21,"West Australia"
"QLD",2010,"Single","Passenger","Male",59,"Queensland"
"NSW",2010,"Single","Passenger","Female",65,"New South Wales"
"QLD",2010,"Single","Pedestrian","Male",79,"Queensland"
"NSW",2010,"Multiple","Driver","Male",77,"New South Wales"
"WA",2010,"Multiple","Passenger","Male",23,"West Australia"
"ACT",2010,"Single","Pedestrian","Male",19,"Austialian Capital Territory"
"WA",2010,"Single","Motorcycle rider","Male",35,"West Australia"
"VIC",2010,"Single","Pedestrian","Male",67,"Victoria"
"NSW",2010,"Single","Driver","Male",31,"New South Wales"
"QLD",2010,"Single","Driver","Female",23,"Queensland"
"NT",2010,"Single","Passenger","Male",29,"Northern Territory"
"QLD",2010,"Multiple","Driver","Male",82,"Queensland"
"VIC",2010,"Single","Driver","Male",20,"Victoria"
"NT",2010,"Single","Motorcycle rider","Male",63,"Northern Territory"
"SA",2010,"Multiple","Passenger","Male",47,"South Australia"
"NSW",2010,"Single","Motorcycle rider","Male",70,"New South Wales"
"NSW",2010,"Single","Driver","Male",34,"New South Wales"
"NSW",2010,"Single","Pedestrian","Female",22,"New South Wales"
"QLD",2010,"Multiple","Passenger","Male",21,"Queensland"
"VIC",2010,"Multiple","Passenger","Female",56,"Victoria"
"QLD",2010,"Single","Passenger","Male",47,"Queensland"
"WA",2010,"Multiple","Passenger","Female",82,"West Australia"
"NSW",2010,"Single","Pedestrian","Male",5,"New South Wales"
"SA",2010,"Multiple","Driver","Male",23,"South Australia"
"NSW",2010,"Single","Driver","Female",17,"New South Wales"
"VIC",2010,"Single","Passenger","Female",17,"Victoria"
"QLD",2010,"Single","Pedestrian","Male",17,"Queensland"
"QLD",2010,"Single","Driver","Female",81,"Queensland"
"NSW",2010,"Single","Motorcycle rider","Male",21,"New South Wales"
"QLD",2010,"Multiple","Driver","Male",44,"Queensland"
"VIC",2010,"Multiple","Passenger","Male",63,"Victoria"
"VIC",2010,"Single","Driver","Female",60,"Victoria"
"TAS",2010,"Single","Pedal cyclist","Male",24,"Tasmania"
"SA",2010,"Single","Pedestrian","Female",39,"South Australia"
"TAS",2010,"Single","Pedestrian","Female",7,"Tasmania"
"WA",2010,"Multiple","Motorcycle rider","Male",35,"West Australia"
"QLD",2010,"Single","Driver","Male",69,"Queensland"
"NSW",2010,"Multiple","Driver","Female",20,"New South Wales"
"VIC",2010,"Multiple","Driver","Female",80,"Victoria"
"TAS",2010,"Single","Pedestrian","Male",26,"Tasmania"
"NSW",2010,"Single","Driver","Male",47,"New South Wales"
"NSW",2010,"Multiple","Pedal cyclist","Male",30,"New South Wales"
"TAS",2010,"Single","Driver","Male",21,"Tasmania"
"NSW",2010,"Multiple","Driver","Male",19,"New South Wales"
"VIC",2010,"Multiple","Driver","Male",24,"Victoria"
"NSW",2010,"Single","Driver","Female",19,"New South Wales"
"NSW",2010,"Multiple","Pedestrian","Male",35,"New South Wales"
"QLD",2010,"Single","Driver","Male",17,"Queensland"
"QLD",2010,"Single","Passenger","Male",45,"Queensland"
"NSW",2010,"Single","Driver","Male",75,"New South Wales"
"QLD",2010,"Multiple","Passenger","Female",4,"Queensland"
"SA",2010,"Single","Driver","Male",68,"South Australia"
"NSW",2010,"Single","Pedestrian","Male",49,"New South Wales"
"TAS",2010,"Multiple","Passenger","Female",57,"Tasmania"
"QLD",2010,"Multiple","Driver","Male",16,"Queensland"
"VIC",2010,"Single","Driver","Male",24,"Victoria"
"NSW",2010,"Multiple","Driver","Male",56,"New South Wales"
"QLD",2010,"Single","Passenger","Female",26,"Queensland"
"TAS",2010,"Single","Passenger","Male",5,"Tasmania"
"QLD",2010,"Multiple","Motorcycle rider","Male",18,"Queensland"
"NSW",2010,"Single","Pedestrian","Male",26,"New South Wales"
"WA",2010,"Single","Driver","Male",29,"West Australia"
"NSW",2010,"Multiple","Driver","Male",56,"New South Wales"
"SA",2010,"Single","Passenger","Male",30,"South Australia"
"WA",2010,"Single","Motorcycle rider","Male",26,"West Australia"
"VIC",2010,"Multiple","Motorcycle rider","Male",31,"Victoria"
"NSW",2010,"Multiple","Pedestrian","Male",71,"New South Wales"
"WA",2010,"Single","Driver","Male",18,"West Australia"
"VIC",2010,"Multiple","Driver","Male",73,"Victoria"
"QLD",2010,"Single","Pedestrian","Male",20,"Queensland"
"NSW",2010,"Multiple","Passenger","Male",22,"New South Wales"
"QLD",2010,"Multiple","Motorcycle rider","Male",17,"Queensland"
"WA",2010,"Single","Driver","Male",41,"West Australia"
"QLD",2010,"Multiple","Pedal cyclist","Male",78,"Queensland"
"WA",2010,"Single","Pedestrian","Female",23,"West Australia"
"VIC",2010,"Single","Passenger","Male",39,"Victoria"
"WA",2010,"Single","Passenger","Male",29,"West Australia"
"QLD",2010,"Single","Driver","Male",38,"Queensland"
"QLD",2010,"Multiple","Motorcycle rider","Male",41,"Queensland"
"TAS",2010,"Multiple","Motorcycle rider","Male",30,"Tasmania"
"TAS",2010,"Single","Driver","Male",23,"Tasmania"
"NSW",2010,"Single","Pedestrian","Male",23,"New South Wales"
"QLD",2010,"Single","Motorcycle pillion passenger","Female",47,"Queensland"
"NSW",2010,"Single","Pedestrian","Male",70,"New South Wales"
"WA",2010,"Single","Passenger","Male",25,"West Australia"
"QLD",2010,"Single","Driver","Female",68,"Queensland"
"VIC",2010,"Multiple","Driver","Male",19,"Victoria"
"SA",2010,"Multiple","Driver","Female",39,"South Australia"
"VIC",2010,"Multiple","Motorcycle pillion passenger","Male",24,"Victoria"
"WA",2010,"Multiple","Motorcycle rider","Male",24,"West Australia"
"NSW",2010,"Single","Passenger","Male",21,"New South Wales"
"SA",2010,"Single","Driver","Male",24,"South Australia"
"QLD",2010,"Single","Passenger","Female",19,"Queensland"
"VIC",2010,"Single","Passenger","Female",84,"Victoria"
"NSW",2010,"Multiple","Driver","Male",40,"New South Wales"
"SA",2010,"Single","Pedal cyclist","Male",57,"South Australia"
"NSW",2010,"Multiple","Motorcycle rider","Male",71,"New South Wales"
"QLD",2010,"Multiple","Driver","Female",66,"Queensland"
"NT",2010,"Single","Motorcycle rider","Male",52,"Northern Territory"
"VIC",2010,"Single","Pedestrian","Female",82,"Victoria"
"SA",2010,"Single","Driver","Male",44,"South Australia"
"NSW",2010,"Single","Driver","Female",67,"New South Wales"
"NSW",2010,"Single","Pedestrian","Male",79,"New South Wales"
"WA",2010,"Multiple","Driver","Male",82,"West Australia"
"WA",2010,"Multiple","Motorcycle rider","Male",29,"West Australia"
"QLD",2010,"Multiple","Passenger","Female",17,"Queensland"
"SA",2010,"Multiple","Driver","Male",22,"South Australia"
"NSW",2010,"Multiple","Passenger","Female",61,"New South Wales"
"QLD",2010,"Single","Driver","Male",46,"Queensland"
"SA",2010,"Single","Passenger","Male",25,"South Australia"
"NSW",2010,"Multiple","Driver","Male",59,"New South Wales"
"SA",2010,"Single","Passenger","Male",79,"South Australia"
"NSW",2010,"Single","Passenger","Male",37,"New South Wales"
"QLD",2010,"Multiple","Driver","Male",40,"Queensland"
"NSW",2010,"Multiple","Passenger","Male",44,"New South Wales"
"QLD",2010,"Single","Passenger","Male",35,"Queensland"
"QLD",2010,"Multiple","Driver","Male",36,"Queensland"
"VIC",2010,"Single","Driver","Male",56,"Victoria"
"VIC",2010,"Multiple","Passenger","Female",83,"Victoria"
"NSW",2010,"Single","Driver","Male",58,"New South Wales"
"ACT",2010,"Single","Driver","Male",30,"Austialian Capital Territory"
"WA",2010,"Multiple","Driver","Male",74,"West Australia"
"WA",2010,"Single","Passenger","Male",23,"West Australia"
"WA",2010,"Single","Passenger","Female",22,"West Australia"
"NSW",2010,"Multiple","Driver","Male",41,"New South Wales"
"VIC",2010,"Single","Driver","Female",84,"Victoria"
"QLD",2010,"Multiple","Driver","Male",38,"Queensland"
"NSW",2010,"Multiple","Driver","Male",48,"New South Wales"
"VIC",2010,"Single","Passenger","Female",27,"Victoria"
"WA",2010,"Single","Driver","Male",85,"West Australia"
"NSW",2010,"Multiple","Driver","Male",74,"New South Wales"
"WA",2010,"Single","Driver","Male",23,"West Australia"
"NT",2010,"Multiple","Passenger","Male",23,"Northern Territory"
"QLD",2010,"Multiple","Motorcycle rider","Female",49,"Queensland"
"QLD",2010,"Multiple","Driver","Male",22,"Queensland"
"NSW",2010,"Multiple","Passenger","Female",23,"New South Wales"
"NSW",2010,"Single","Driver","Male",35,"New South Wales"
"NSW",2010,"Single","Driver","Male",39,"New South Wales"
"VIC",2010,"Multiple","Motorcycle rider","Male",32,"Victoria"
"NSW",2011,"Single","Passenger","Male",17,"New South Wales"
"NSW",2011,"Single","Passenger","Male",18,"New South Wales"
"SA",2011,"Single","Passenger","Male",48,"South Australia"
"VIC",2011,"Multiple","Driver","Female",51,"Victoria"
"VIC",2011,"Single","Driver","Male",33,"Victoria"
"NSW",2011,"Multiple","Motorcycle rider","Male",38,"New South Wales"
"VIC",2011,"Single","Driver","Male",19,"Victoria"
"QLD",2011,"Single","Passenger","Male",18,"Queensland"
"QLD",2011,"Single","Driver","Male",21,"Queensland"
"TAS",2011,"Single","Passenger","Female",39,"Tasmania"
"WA",2011,"Multiple","Pedal cyclist","Male",66,"West Australia"
"QLD",2011,"Single","Passenger","Male",54,"Queensland"
"WA",2011,"Single","Passenger","Male",91,"West Australia"
"NSW",2011,"Multiple","Driver","Male",47,"New South Wales"
"WA",2011,"Single","Pedestrian","Male",25,"West Australia"
"QLD",2011,"Single","Pedestrian","Female",5,"Queensland"
"VIC",2011,"Multiple","Driver","Female",61,"Victoria"
"NSW",2011,"Multiple","Driver","Male",52,"New South Wales"
"NSW",2011,"Single","Driver","Male",80,"New South Wales"
"VIC",2011,"Multiple","Motorcycle rider","Male",32,"Victoria"
"NSW",2011,"Single","Pedestrian","Male",39,"New South Wales"
"QLD",2011,"Single","Motorcycle pillion passenger","Male",34,"Queensland"
"NSW",2011,"Single","Pedestrian","Male",33,"New South Wales"
"VIC",2011,"Single","Pedestrian","Female",85,"Victoria"
"WA",2011,"Single","Driver","Male",26,"West Australia"
"WA",2011,"Single","Passenger","Male",15,"West Australia"
"NSW",2011,"Multiple","Driver","Male",62,"New South Wales"
"NSW",2011,"Multiple","Passenger","Male",79,"New South Wales"
"VIC",2011,"Multiple","Driver","Male",55,"Victoria"
"NSW",2011,"Multiple","Passenger","Female",72,"New South Wales"
"WA",2011,"Multiple","Driver","Male",27,"West Australia"
"TAS",2011,"Single","Pedestrian","Male",26,"Tasmania"
"NSW",2011,"Single","Passenger","Female",19,"New South Wales"
"VIC",2011,"Single","Pedestrian","Female",56,"Victoria"
"WA",2011,"Multiple","Driver","Male",20,"West Australia"
"VIC",2011,"Multiple","Driver","Male",36,"Victoria"
"WA",2011,"Multiple","Driver","Female",61,"West Australia"
"VIC",2011,"Single","Driver","Male",76,"Victoria"
"NSW",2011,"Multiple","Driver","Male",38,"New South Wales"
"VIC",2011,"Multiple","Pedal cyclist","Female",33,"Victoria"
"WA",2011,"Multiple","Driver","Male",81,"West Australia"
"VIC",2011,"Single","Passenger","Female",22,"Victoria"
"NSW",2011,"Single","Driver","Female",21,"New South Wales"
"WA",2011,"Single","Driver","Male",48,"West Australia"
"QLD",2011,"Single","Driver","Male",18,"Queensland"
"NSW",2011,"Single","Driver","Male",30,"New South Wales"
"WA",2011,"Single","Passenger","Male",34,"West Australia"
"WA",2011,"Multiple","Driver","Male",64,"West Australia"
"NSW",2011,"Single","Driver","Male",25,"New South Wales"
"WA",2011,"Single","Passenger","Female",50,"West Australia"
"QLD",2011,"Multiple","Driver","Male",43,"Queensland"
"VIC",2011,"Multiple","Driver","Male",83,"Victoria"
"QLD",2011,"Multiple","Motorcycle rider","Male",73,"Queensland"
"QLD",2011,"Single","Pedestrian","Female",37,"Queensland"
"NSW",2011,"Single","Driver","Female",71,"New South Wales"
"NSW",2011,"Multiple","Passenger","Male",79,"New South Wales"
"TAS",2011,"Multiple","Driver","Female",86,"Tasmania"
"WA",2011,"Multiple","Passenger","Male",82,"West Australia"
"QLD",2011,"Multiple","Driver","Male",56,"Queensland"
"NT",2011,"Single","Passenger","Male",4,"Northern Territory"
"NSW",2011,"Single","Motorcycle rider","Female",24,"New South Wales"
"QLD",2011,"Multiple","Driver","Male",79,"Queensland"
"QLD",2011,"Multiple","Driver","Male",48,"Queensland"
"NSW",2011,"Multiple","Passenger","Female",57,"New South Wales"
"VIC",2011,"Single","Driver","Female",40,"Victoria"
"SA",2011,"Single","Driver","Male",64,"South Australia"
"QLD",2011,"Multiple","Driver","Male",37,"Queensland"
"VIC",2011,"Multiple","Driver","Male",50,"Victoria"
"QLD",2011,"Single","Passenger","Male",21,"Queensland"
"WA",2011,"Single","Pedestrian","Female",67,"West Australia"
"VIC",2011,"Single","Passenger","Male",21,"Victoria"
"WA",2011,"Multiple","Motorcycle rider","Male",37,"West Australia"
"NSW",2011,"Single","Passenger","Female",54,"New South Wales"
"WA",2011,"Single","Motorcycle rider","Male",32,"West Australia"
"QLD",2011,"Multiple","Driver","Male",31,"Queensland"
"NSW",2011,"Single","Pedal cyclist","Male",11,"New South Wales"
"NSW",2011,"Multiple","Passenger","Male",32,"New South Wales"
"QLD",2011,"Multiple","Motorcycle rider","Male",30,"Queensland"
"VIC",2011,"Single","Passenger","Male",60,"Victoria"
"VIC",2011,"Single","Motorcycle rider","Male",39,"Victoria"
"QLD",2011,"Single","Pedestrian","Male",6,"Queensland"
"NSW",2011,"Single","Passenger","Female",27,"New South Wales"
"VIC",2011,"Multiple","Passenger","Male",20,"Victoria"
"QLD",2011,"Multiple","Motorcycle pillion passenger","Female",20,"Queensland"
"TAS",2011,"Multiple","Driver","Male",33,"Tasmania"
"VIC",2011,"Single","Pedestrian","Female",85,"Victoria"
"NT",2011,"Multiple","Driver","Male",43,"Northern Territory"
"VIC",2011,"Multiple","Motorcycle rider","Male",24,"Victoria"
"QLD",2011,"Single","Pedestrian","Male",27,"Queensland"
"QLD",2011,"Single","Driver","Male",44,"Queensland"
"VIC",2011,"Multiple","Pedal cyclist","Male",63,"Victoria"
"SA",2011,"Single","Passenger","Male",23,"South Australia"
"SA",2011,"Multiple","Driver","Female",20,"South Australia"
"NT",2011,"Multiple","Passenger","Male",72,"Northern Territory"
"WA",2011,"Multiple","Motorcycle rider","Male",37,"West Australia"
"WA",2011,"Single","Passenger","Female",23,"West Australia"
"NSW",2011,"Single","Driver","Male",17,"New South Wales"
"WA",2011,"Single","Passenger","Male",17,"West Australia"
"VIC",2011,"Single","Pedestrian","Male",60,"Victoria"
"QLD",2011,"Single","Motorcycle rider","Male",62,"Queensland"
"SA",2011,"Single","Driver","Male",45,"South Australia"
"QLD",2011,"Multiple","Motorcycle rider","Male",36,"Queensland"
"QLD",2011,"Single","Motorcycle rider","Male",39,"Queensland"
"SA",2011,"Single","Driver","Female",18,"South Australia"
"QLD",2011,"Single","Motorcycle rider","Male",49,"Queensland"
"NT",2011,"Single","Passenger","Female",29,"Northern Territory"
"VIC",2011,"Multiple","Pedal cyclist","Male",70,"Victoria"
"WA",2011,"Multiple","Passenger","Female",60,"West Australia"
"NSW",2011,"Single","Passenger","Male",16,"New South Wales"
"VIC",2011,"Multiple","Driver","Male",79,"Victoria"
"NSW",2011,"Multiple","Driver","Female",45,"New South Wales"
"QLD",2011,"Multiple","Driver","Female",24,"Queensland"
"TAS",2011,"Multiple","Pedestrian","Male",9,"Tasmania"
"VIC",2011,"Single","Driver","Male",41,"Victoria"
